   n, insertion_cmp, insertion_swaps, insertion_time, quick_cmp, quick_swaps, quick_time, bubble_cmp, bubble_swaps, bubble_time, heap_cmp, heap_swaps, heap_time
 729,        258099,          127960,           4684,     26297,        2113,        126,     265356,       127960,         897,    26098,       6315,       611
 730,        259188,          128503,            447,     25307,        2150,        133,     266085,       128503,         997,    26127,       6321,       107
 731,        259647,          128731,            560,     25429,        2197,        169,     266815,       128731,        2945,    26192,       6332,       121
 732,        260740,          129276,            400,     25529,        2150,         82,     267546,       129276,         785,    26253,       6346,      3090
 733,        261275,          129542,           2874,     25155,        2179,        118,     268278,       129542,         886,    26276,       6354,       108
 734,        261646,          129726,            413,     25684,        2146,        130,     269011,       129726,         873,    26306,       6354,       209
 735,        262491,          130147,            443,     26038,        2188,        136,     269745,       130147,         906,    26375,       6379,        88
 736,        263858,          130829,            304,     26545,        2132,        108,     270480,       130829,        1023,    26427,       6387,        88
 737,        264711,          131254,            278,     27412,        2171,         85,     271216,       131254,         659,    26486,       6403,        87
 738,        265560,          131677,            290,     25851,        2206,         90,     271953,       131677,         692,    26469,       6399,        88
 739,        266187,          131989,            360,     26002,        2223,        134,     272691,       131989,        1671,    26485,       6393,       118
 740,        267476,          132632,            450,     26148,        2193,        200,     273430,       132632,        1047,    26603,       6434,       104
 741,        268429,          133107,            481,     26158,        2185,        119,     274170,       133107,         803,    26574,       6421,       126
 742,        268698,          133240,            755,     26247,        2178,         91,     274911,       133240,        1466,    26636,       6440,       127
 743,        269297,          133538,            773,     26834,        2168,        138,     275653,       133538,         973,    26704,       6458,       114
 744,        270720,          134248,            383,     26351,        2250,        150,     276396,       134248,         730,    26750,       6461,       131
 745,        271665,          134719,            854,     26998,        2161,        115,     277140,       134719,         803,    26841,       6491,       599
 746,        272794,          135282,            498,     27384,        2174,        318,     277885,       135282,         977,    26848,       6493,       102
 747,        273265,          135516,            326,     26807,        2202,         86,     278631,       135516,        1073,    26839,       6489,        89
 748,        274430,          136097,            338,     27139,        2172,         86,     279378,       136097,         998,    26928,       6507,       131
 749,        274993,          136377,            319,     27640,        2197,         86,     280126,       136377,         932,    26920,       6509,        85
 750,        275710,          136734,            459,     27119,        2202,        131,     280875,       136734,        1393,    27021,       6539,       126
 751,        276713,          137234,            576,     26738,        2208,         81,     281625,       137234,         643,    27017,       6533,        87
 752,        277194,          137473,            380,     26318,        2247,        134,     282376,       137473,         706,    27112,       6555,        87
 753,        277691,          137720,            279,     27184,        2268,         83,     283128,       137720,         658,    27159,       6567,        83
 754,        278028,          137887,            268,     27888,        2240,         79,     283881,       137887,         631,    27198,       6576,        84
 755,        278947,          138345,            268,     25709,        2257,         78,     284635,       138345,         634,    27199,       6574,        83
 756,        278996,          138368,            396,     26057,        2232,         81,     285390,       138368,         631,    27251,       6587,        84
 757,        279941,          138839,            280,     26932,        2240,         75,     286146,       138839,         794,    27319,       6611,        81
 758,        280790,          139262,            261,     27097,        2226,         76,     286903,       139262,         627,    27379,       6625,        77
 759,        280877,          139304,            251,     28243,        2205,         74,     287661,       139304,         620,    27359,       6617,        76
 760,        281992,          139860,            252,     28547,        2205,         73,     288420,       139860,         597,    27418,       6631,        76
 761,        282121,          139923,            252,     27273,        2225,         72,     289180,       139923,         593,    27460,       6636,        78
 762,        282208,          139965,            252,     27747,        2210,         73,     289941,       139965,         609,    27528,       6655,        77
 763,        283613,          140666,            253,     26925,        2257,         74,     290703,       140666,         678,    27539,       6662,        91
 764,        283716,          140716,            371,     27388,        2249,         96,     291466,       140716,         752,    27597,       6672,        77
 765,        284231,          140972,            246,     28190,        2233,         73,     292230,       140972,         575,    27592,       6664,        77
 766,        285582,          141646,            247,     28647,        2284,         74,     292995,       141646,         577,    27670,       6692,        75
 767,        286697,          142202,            247,     27300,        2246,         71,     293761,       142202,         578,    27699,       6703,        75
 768,        287320,          142512,            248,     27260,        2248,         70,     294528,       142512,         589,    27739,       6708,        75
 769,        287533,          142617,            249,     27239,        2313,         71,     295296,       142617,         589,    27786,       6718,        75
 770,        288660,          143179,            249,     27373,        2284,         72,     296065,       143179,         590,    27808,       6726,        73
 771,        290115,          143905,            242,     26383,        2310,         71,     296835,       143905,         572,    27907,       6752,        73
 772,        290366,          144029,            242,     26367,        2299,         70,     297606,       144029,         569,    27858,       6732,        74
 773,        290863,          144276,            269,     26963,        2294,         69,     298378,       144276,         570,    27975,       6769,        73
 774,        292242,          144964,            243,     26767,        2324,         70,     299151,       144964,         579,    28026,       6779,        73
 775,        293549,          145616,            340,     27301,        2272,        116,     299925,       145616,         575,    28030,       6780,        74
 776,        294354,          146017,            245,     27424,        2278,         70,     300700,       146017,         575,    28068,       6786,        73
 777,        294547,          146112,            245,     28812,        2249,         69,     301476,       146112,         576,    28110,       6802,        73
 778,        295756,          146715,            246,     27056,        2288,         69,     302253,       146715,         576,    28123,       6796,        74
 779,        295773,          146722,            246,     28740,        2269,         71,     303031,       146722,         577,    28197,       6821,        74
 780,        296894,          147281,            248,     27785,        2314,         69,     303810,       147281,         577,    28190,       6817,        74
 781,        297915,          147790,            248,     27575,        2286,         70,     304590,       147790,         581,    28278,       6842,        74
 782,        298928,          148295,            249,     26690,        2348,         70,     305371,       148295,         777,    28299,       6842,        75
 783,        299397,          148528,            250,     28275,        2332,         72,     306153,       148528,         578,    28320,       6848,        74
 784,        299656,          148656,            251,     28063,        2329,         71,     306936,       148656,         581,    28319,       6838,        74
 785,        300283,          148968,            251,     28338,        2349,         71,     307720,       148968,         589,    28400,       6862,        75
 786,        300638,          149144,            251,     28262,        2326,         70,     308505,       149144,         588,    28481,       6886,        74
 787,        301195,          149421,            251,     28378,        2307,         70,     309291,       149421,         583,    28578,       6912,       114
 788,        302356,          150000,            252,     29999,        2274,         69,     310078,       150000,         593,    28580,       6917,        75
 789,        303189,          150415,            253,     27839,        2313,         71,     310866,       150415,         587,    28631,       6928,        76
 790,        304452,          151045,            254,     28005,        2320,         71,     311655,       151045,         589,    28674,       6935,        75
 791,        305349,          151492,            254,     28196,        2316,         70,     312445,       151492,         598,    28746,       6962,        78
 792,        306352,          151992,            310,     28115,        2343,         71,     313236,       151992,         596,    28745,       6946,        75
 793,        306461,          152045,            255,     28129,        2365,         71,     314028,       152045,         595,    28792,       6967,        76
 794,        307454,          152540,            255,     28574,        2354,         71,     314821,       152540,         597,    28834,       6973,        75
 795,        308191,          152907,            256,     34000,        2264,         72,     315615,       152907,         598,    28901,       6988,        76
 796,        308794,          153207,            256,     29491,        2343,         71,     316410,       153207,         598,    28932,       6998,        76
 797,        309743,          153680,            257,     30797,        2304,         72,     317206,       153680,         647,    28942,       7000,        75
 798,        310848,          154231,            259,     29110,        2321,         71,     318003,       154231,         574,    29012,       7020,        65
 799,        311091,          154351,            222,     27918,        2387,         61,     318801,       154351,         520,    29044,       7027,        65
 800,        311876,          154742,            223,     28027,        2408,         62,     319600,       154742,         522,    29036,       7014,        65
 801,        313079,          155342,            224,     28520,        2395,         62,     320400,       155342,         525,    29041,       7020,        66
 802,        313966,          155784,            262,     27805,        2373,         72,     321201,       155784,         607,    29197,       7060,        76
 803,        314205,          155902,            261,     29787,        2328,         71,     322003,       155902,         609,    29192,       7060,        76
 804,        315450,          156523,            262,     28780,        2378,         71,     322806,       156523,         609,    29242,       7072,        77
 805,        316343,          156968,            263,     28231,        2396,         73,     323610,       156968,         579,    29360,       7110,        65
 806,        317520,          157555,            226,     28357,        2388,         62,     324415,       157555,         524,    29246,       7066,        66
 807,        317711,          157649,            226,     31494,        2371,         63,     325221,       157649,         528,    29352,       7097,        66
 808,        318434,          158009,            227,     31439,        2401,         63,     326028,       158009,         607,    29413,       7115,        67
 809,        318993,          158287,            228,     29477,        2403,         91,     326836,       158287,         618,    29512,       7145,        79
 810,        319444,          158511,            267,     29575,        2392,         73,     327645,       158511,         620,    29490,       7130,        77
 811,        319643,          158609,            266,     28898,        2415,         72,     328455,       158609,         618,    29571,       7157,        78
 812,        320470,          159021,            267,     29995,        2381,         72,     329266,       159021,         676,    29599,       7155,        79
 813,        322096,          159833,            268,     28724,        2443,         75,     330078,       159833,         616,    29580,       7155,        79
 814,        322583,          160075,            269,     28540,        2430,         74,     330891,       160075,         625,    29685,       7185,        78
 815,        323830,          160697,            270,     28509,        2428,         73,     331705,       160697,         631,    29727,       7187,        78
 816,        324657,          161109,            270,     29399,        2433,         72,     332520,       161109,         630,    29792,       7209,        79
 817,        326248,          161903,            271,     31822,        2332,         74,     333336,       161903,         649,    29867,       7230,        80
 818,        327387,          162471,            272,     28441,        2441,         73,     334153,       162471,         630,    29861,       7221,        78
 819,        328456,          163004,            274,     29107,        2416,         72,     334971,       163004,         636,    29941,       7244,        80
 820,        330065,          163807,            274,     29626,        2415,         74,     335790,       163807,         632,    29968,       7247,        79
 821,        330416,          163981,            274,     29434,        2453,         75,     336610,       163981,         641,    30059,       7279,        78
 822,        331403,          164473,            277,     31808,        2414,         74,     337431,       164473,         633,    29978,       7243,        79
 823,        332150,          164845,            276,     28973,        2492,         75,     338253,       164845,         637,    30051,       7265,        80
 824,        332605,          165071,            276,     29330,        2450,         74,     339076,       165071,         641,    30093,       7282,        79
 825,        333736,          165635,            278,     29456,        2455,         74,     339900,       165635,         636,    30125,       7287,        79
 826,        334523,          166027,            279,     29360,        2438,         80,     340725,       166027,         645,    30188,       7304,        79
 827,        335232,          166380,            278,     32182,        2410,         74,     341551,       166380,         642,    30238,       7315,        79
 828,        336071,          166798,            279,     31818,        2399,         76,     342378,       166798,         642,    30290,       7325,        79
 829,        337612,          167567,            281,     29613,        2488,         75,     343206,       167567,         642,    30394,       7362,        79
 830,        337883,          167701,            281,     28777,        2498,         75,     344035,       167701,         652,    30400,       7358,        80
 831,        338320,          167918,            281,     29383,        2501,         75,     344865,       167918,         646,    30397,       7347,        80
 832,        338735,          168124,            282,     29676,        2480,         76,     345696,       168124,         652,    30491,       7381,        81
 833,        339238,          168374,            282,     30676,        2477,         81,     346528,       168374,         652,    30466,       7371,        81
 834,        340393,          168950,            283,     29278,        2471,         73,     347361,       168950,         669,    30593,       7410,        68
 835,        341892,          169698,            246,     29809,        2508,         65,     348195,       169698,         669,    30548,       7383,        80
 836,        343339,          170420,            285,     29437,        2532,         77,     349030,       170420,         650,    30621,       7409,        80
 837,        343414,          170456,            285,     29006,        2511,         76,     349866,       170456,         651,    30653,       7416,        68
 838,        344213,          170854,            245,     30891,        2512,         65,     350703,       170854,         569,    30643,       7412,        69
 839,        345456,          171474,            303,     30767,        2493,         75,     351541,       171474,         627,    30773,       7456,        69
 840,        345693,          171591,            245,     29870,        2528,         64,     352380,       171591,         565,    30872,       7473,        69
 841,        347152,          172319,            247,     30681,        2522,         65,     353220,       172319,         570,    30832,       7452,        69
 842,        348255,          172869,            247,     30541,        2496,         65,     354061,       172869,         570,    30832,       7455,        69
 843,        349020,          173250,            248,     29314,        2575,         67,     354903,       173250,         569,    30959,       7499,        70
 844,        349079,          173278,            290,     29463,        2580,         78,     355746,       173278,         731,    30989,       7501,        71
 845,        349166,          173320,            248,     31073,        2544,         68,     356590,       173320,         579,    30965,       7491,        69
 846,        350613,          174042,            249,     31201,        2503,         65,     357435,       174042,         575,    31036,       7510,        69
 847,        350718,          174093,            249,     32206,        2505,         65,     358281,       174093,         576,    31096,       7525,        70
 848,        351381,          174423,            249,     30916,        2524,         65,     359128,       174423,         581,    31074,       7518,        70
 849,        352200,          174831,            250,     30277,        2522,         65,     359976,       174831,         576,    31143,       7534,        70
 850,        353709,          175584,            251,     31830,        2555,         66,     360825,       175584,         575,    31207,       7551,        69
 851,        353884,          175670,            251,     30704,        2562,         65,     361675,       175670,         577,    31293,       7579,        70
 852,        353969,          175711,            252,     29927,        2562,         64,     362526,       175711,         583,    31331,       7585,        82
 853,        354736,          176093,            294,     31102,        2566,         77,     363378,       176093,         676,    31390,       7603,        82
 854,        355543,          176495,            308,     31386,        2529,         77,     364231,       176495,         682,    31392,       7598,        82
 855,        356544,          176994,            295,     31754,        2527,         75,     365085,       176994,         702,    31400,       7594,        82
 856,        358141,          177791,            297,     30573,        2594,         79,     365940,       177791,         697,    31439,       7609,        83
 857,        358666,          178052,            298,     29736,        2593,         77,     366796,       178052,         685,    31464,       7607,        83
 858,        358805,          178120,            297,     30268,        2595,         77,     367653,       178120,         683,    31556,       7640,        83
 859,        359856,          178644,            299,     32791,        2509,         78,     368511,       178644,         686,    31601,       7651,        83
 860,        361053,          179241,            300,     32411,        2521,         77,     369370,       179241,         693,    31531,       7618,        83
 861,        362272,          179849,            301,     33904,        2573,         79,     370230,       179849,         701,    31658,       7658,        83
 862,        362737,          180080,            304,     32633,        2565,         79,     371091,       180080,         698,    31680,       7658,        84
 863,        363416,          180418,            303,     31178,        2575,         78,     371953,       180418,         695,    31722,       7676,        83
 864,        363697,          180557,            302,     31143,        2570,         79,     372816,       180557,         694,    31752,       7679,        84
 865,        364238,          180826,            301,     32458,        2576,         77,     373680,       180826,         699,    31800,       7697,        83
 866,        365675,          181543,            303,     31476,        2561,         77,     374545,       181543,         700,    31899,       7720,        85
 867,        366584,          181996,            303,     30945,        2644,         79,     375411,       181996,         704,    31917,       7719,        84
 868,        366915,          182160,            304,     31229,        2654,         80,     376278,       182160,         702,    31948,       7726,        84
 869,        367080,          182241,            345,     31644,        2581,         79,     377146,       182241,         707,    31932,       7719,        84
 870,        368057,          182728,            306,     32680,        2583,         84,     378015,       182728,         711,    32003,       7741,        84
 871,        368996,          183196,            307,     30544,        2595,         79,     378885,       183196,         713,    32105,       7771,        85
 872,        369867,          183630,            309,     31187,        2616,         79,     379756,       183630,         712,    32077,       7757,        84
 873,        370688,          184039,            308,     31155,        2657,         80,     380628,       184039,         813,    32135,       7775,        84
 874,        372419,          184903,            308,     30746,        2645,         79,     381501,       184903,        1092,    32175,       7774,       113
 875,        373552,          185468,            553,     31564,        2591,        119,     382375,       185468,        1091,    32258,       7810,       132
 876,        374075,          185728,            554,     31771,        2635,        142,     383250,       185728,        1122,    32325,       7826,       136
 877,        375624,          186501,            312,     31373,        2651,         82,     384126,       186501,         717,    32253,       7796,        85
 878,        376497,          186936,            312,     31462,        2637,         80,     385003,       186936,         721,    32322,       7817,        85
 879,        377734,          187553,            315,     31913,        2616,         79,     385881,       187553,         728,    32375,       7830,        85
 880,        378601,          187985,            315,     32031,        2629,         80,     386760,       187985,         714,    32371,       7828,        86
 881,        379426,          188396,            322,     30896,        2673,         81,     387640,       188396,         719,    32488,       7857,        86
 882,        381133,          189248,            317,     31730,        2679,         81,     388521,       189248,         725,    32515,       7862,        85
 883,        382728,          190044,            317,     33945,        2653,         81,     389403,       190044,         732,    32566,       7876,        87
 884,        383009,          190183,            319,     34137,        2660,         82,     390286,       190183,         725,    32520,       7856,        85
 885,        384276,          190815,            319,     34054,        2602,         81,     391170,       190815,         722,    32580,       7873,        86
 886,        384643,          190997,            319,     32065,        2677,         82,     392055,       190997,         732,    32694,       7908,        87
 887,        385364,          191356,            321,     32535,        2667,         82,     392941,       191356,         741,    32743,       7915,        87
 888,        385957,          191651,            320,     32985,        2673,         82,     393828,       191651,         728,    32806,       7937,        85
 889,        386798,          192070,            325,     33215,        2667,         81,     394716,       192070,         738,    32835,       7947,        86
 890,        387693,          192516,            323,     34342,        2588,         80,     395605,       192516,         724,    32895,       7959,        86
 891,        387898,          192617,            323,     32847,        2679,         81,     396495,       192617,         735,    32859,       7945,        88
 892,        388003,          192668,            323,     33321,        2647,         80,     397386,       192668,         741,    32910,       7957,        86
 893,        388070,          192700,            323,     35114,        2676,         82,     398278,       192700,         733,    32987,       7979,        87
 894,        388257,          192792,            323,     32844,        2664,         81,     399171,       192792,         802,    33025,       7992,        87
 895,        389984,          193654,            406,     32300,        2702,        110,     400065,       193654,         846,    33010,       7982,        87
 896,        391385,          194353,            324,     32064,        2708,         80,     400960,       194353,         751,    33006,       7976,        86
 897,        392988,          195153,            325,     34557,        2685,         81,     401856,       195153,         744,    33172,       8028,        87
 898,        393913,          195614,            326,     35195,        2677,         81,     402753,       195614,         751,    33189,       8029,        88
 899,        393992,          195652,            327,     32799,        2646,         80,     403651,       195652,         893,    33186,       8021,       107
 900,        395051,          196180,            473,     32593,        2684,         82,     404550,       196180,         783,    33265,       8048,        88
 901,        395818,          196562,            337,     33189,        2744,        107,     405450,       196562,         760,    33288,       8048,        88
 902,        396003,          196653,            327,     33280,        2709,        102,     406351,       196653,         979,    33329,       8059,       108
 903,        397492,          197396,            545,     34412,        2776,        130,     407253,       197396,         813,    33351,       8062,        88
 904,        399211,          198254,            375,     34797,        2725,        114,     408156,       198254,        1080,    33410,       8086,       139
 905,        400168,          198731,            520,     32988,        2706,        126,     409060,       198731,         940,    33521,       8114,        89
 906,        401465,          199378,            370,     32964,        2718,        117,     409965,       199378,        1050,    33570,       8125,       119
 907,        401786,          199537,            517,     32050,        2745,        128,     410871,       199537,        1071,    33610,       8137,       115
 908,        402513,          199899,            352,     33295,        2740,         85,     411778,       199899,         784,    33537,       8112,        89
 909,        403894,          200588,            342,     32607,        2734,         99,     412686,       200588,        1252,    33644,       8134,       119
 910,        404447,          200863,            521,     32993,        2720,        120,     413595,       200863,        1149,    33717,       8151,       117
 911,        404902,          201089,            440,     32826,        2738,         84,     414505,       201089,        1019,    33781,       8180,       115
 912,        406293,          201783,            537,     33213,        2765,        115,     415416,       201783,        1068,    33769,       8166,       112
 913,        407876,          202573,            419,     34750,        2726,        122,     416328,       202573,        1127,    33860,       8196,       124
 914,        409499,          203383,            567,     33302,        2816,        121,     417241,       203383,        1056,    33883,       8196,       116
 915,        410534,          203899,            513,     32791,        2767,        126,     418155,       203899,        1106,    33990,       8228,       102
 916,        411109,          204185,            477,     32581,        2773,        112,     419070,       204185,        1083,    34017,       8235,       119
 917,        412152,          204705,            371,     34631,        2756,         87,     419986,       204705,        1104,    34066,       8248,       116
 918,        412823,          205039,            556,     35592,        2750,        132,     420903,       205039,        1115,    34093,       8245,       122
 919,        413734,          205493,            584,     33264,        2792,        148,     421821,       205493,        1114,    34105,       8250,       115
 920,        413849,          205549,            587,     33231,        2795,        186,     422740,       205549,        1100,    34176,       8271,       124
 921,        413970,          205608,            558,     33383,        2799,        123,     423660,       205608,        1543,    34172,       8267,       123
 922,        415141,          206192,            464,     33873,        2813,         93,     424581,       206192,        1094,    34240,       8284,       114
 923,        415990,          206615,            482,     34420,        2771,        120,     425503,       206615,        1075,    34287,       8298,       114
 924,        417693,          207465,            491,     33434,        2819,        124,     426426,       207465,         989,    34280,       8291,       122
 925,        418556,          207895,            502,     37009,        2750,        121,     427350,       207895,        1008,    34342,       8309,        94
 926,        420293,          208762,            471,     36613,        2736,        148,     428275,       208762,        1993,    34375,       8313,       132
 927,        420370,          208799,            604,     34006,        2758,        137,     429201,       208799,        1199,    34431,       8333,       140
 928,        420405,          208815,            597,     33631,        2796,        144,     430128,       208815,        2154,    34499,       8349,       142
 929,        421242,          209232,            719,     34461,        2775,        165,     431056,       209232,        1197,    34520,       8351,       141
 930,        421845,          209532,            660,     34408,        2793,        139,     431985,       209532,        1189,    34609,       8372,       133
 931,        423066,          210141,            621,     36293,        2807,        133,     432915,       210141,        1242,    34609,       8373,       777
 932,        423139,          210176,            585,     36807,        2796,        149,     433846,       210176,        1289,    34657,       8387,       148
 933,        424192,          210701,            706,     35329,        2798,        155,     434778,       210701,        1767,    34670,       8385,       131
 934,        425513,          211360,            586,     34900,        2816,        132,     435711,       211360,        1552,    34680,       8373,       932
 935,        427216,          212210,            673,     36093,        2802,        105,     436645,       212210,        1402,    34829,       8428,       138
 936,        428487,          212844,            652,     34250,        2797,        148,     437580,       212844,        1387,    34870,       8442,       131
 937,        430200,          213699,            688,     34235,        2854,        146,     438516,       213699,        2142,    34872,       8437,       144
 938,        431853,          214524,            570,     34724,        2881,        105,     439453,       214524,        1232,    34957,       8457,       143
 939,        431920,          214556,            702,     34006,        2896,        161,     440391,       214556,        1452,    34982,       8468,       156
 940,        432341,          214765,            688,     33921,        2897,        218,     441330,       214765,        2362,    35054,       8485,       150
 941,        432632,          214909,            577,     35773,        2838,        107,     442270,       214909,        1253,    35084,       8490,       171
 942,        433375,          215279,            703,     36025,        2767,        166,     443211,       215279,        1429,    35043,       8476,       239
 943,        435260,          216220,           1390,     34700,        2878,        143,     444153,       216220,        1292,    35108,       8490,       150
 944,        435759,          216468,            693,     36292,        2854,        160,     445096,       216468,        1433,    35107,       8486,       138
 945,        437444,          217309,            679,     36307,        2840,        153,     446040,       217309,        2352,    35202,       8510,       154
 946,        438107,          217639,            753,     34891,        2911,        164,     446985,       217639,        3790,    35214,       8513,       157
 947,        438714,          217941,            762,     33691,        2871,        168,     447931,       217941,        2884,    35331,       8549,       144
 948,        438879,          218022,            723,     33734,        2907,        157,     448878,       218022,        1416,    35386,       8567,       154
 949,        439608,          218385,            744,     33958,        2923,        160,     449826,       218385,        1415,    35356,       8559,       180
 950,        440549,          218854,           1316,     34106,        2901,        208,     450775,       218854,        1240,    35487,       8594,       159
 951,        441054,          219105,            851,     34805,        2897,        156,     451725,       219105,        1363,    35510,       8593,       140
 952,        442131,          219642,            713,     35158,        2855,        133,     452676,       219642,        1333,    35558,       8602,       139
 953,        443318,          220234,            722,     38365,        2860,        151,     453628,       220234,        1383,    35516,       8586,       145
 954,        444093,          220620,            658,     35457,        2923,        146,     454581,       220620,        1341,    35580,       8610,       134
 955,        445150,          221147,            842,     36772,        2886,        304,     455535,       221147,        1260,    35647,       8633,       114
 956,        446225,          221683,            631,     36360,        2876,        161,     456490,       221683,        1533,    35746,       8657,       142
 957,        446914,          222026,            658,     35534,        2920,        131,     457446,       222026,        1413,    35682,       8629,       141
 958,        448299,          222717,           1329,     34129,        2949,        109,     458403,       222717,        1088,    35790,       8661,       137
 959,        449568,          223350,            693,     36532,        2900,        163,     459361,       223350,        1635,    35822,       8670,       140
 960,        449575,          223352,           1283,     35626,        2894,        156,     460320,       223352,        3515,    35889,       8687,       166
 961,        450460,          223793,            753,     35153,        2890,        156,     461280,       223793,        1635,    35894,       8691,       156
 962,        450741,          223932,            654,     36193,        2897,        156,     462241,       223932,        3326,    35960,       8705,       157
 963,        451260,          224190,            712,     34816,        2946,        160,     463203,       224190,        7560,    36016,       8719,       149
 964,        452713,          224915,            757,     36538,        2921,        176,     464166,       224915,        1627,    36120,       8752,       176
 965,        453020,          225067,            841,     36311,        2904,        326,     465130,       225067,        2635,    36086,       8740,       164
 966,        453637,          225374,            769,     36494,        2906,        162,     466095,       225374,        1873,    36134,       8745,       137
 967,        453892,          225500,            750,     36280,        2922,        176,     467061,       225500,        1692,    36268,       8787,       175
 968,        454687,          225896,           1597,     38156,        2883,        168,     468028,       225896,        1778,    36243,       8770,       153
 969,        455544,          226323,            782,     36407,        2929,        176,     468996,       226323,        1474,    36181,       8741,       164
 970,        456807,          226953,            811,     35589,        2917,        146,     469965,       226953,        1444,    36271,       8774,       175
 971,        458190,          227643,            709,     35100,        2944,        164,     470935,       227643,        1439,    36359,       8797,       163
 972,        459213,          228153,            824,     35885,        2940,        171,     471906,       228153,        3714,    36387,       8802,       148
 973,        461138,          229114,            708,     36310,        2944,        150,     472878,       229114,        1553,    36409,       8809,       158
 974,        462941,          230014,            713,     36844,        2934,        201,     473851,       230014,        3866,    36491,       8833,       145
 975,        464470,          230777,            884,     38528,        2951,        187,     474825,       230777,        1692,    36485,       8824,       169
 976,        465413,          231247,           1418,     39258,        2940,        178,     475800,       231247,        3868,    36535,       8834,       171
 977,        465686,          231382,            854,     35705,        2987,        169,     476776,       231382,        1511,    36603,       8846,       162
 978,        467173,          232124,            763,     35394,        2986,        213,     477753,       232124,        1868,    36619,       8857,       159
 979,        468582,          232827,            785,     36382,        2953,        171,     478731,       232827,        1803,    36691,       8878,       306
 980,        469209,          233139,            786,     36521,        2957,        165,     479710,       233139,        3640,    36758,       8901,       214
 981,        469884,          233475,           1384,     36389,        3004,        113,     480690,       233475,        1015,    36718,       8882,       112
 982,        470231,          233647,            447,     35726,        2961,        103,     481671,       233647,        1022,    36791,       8905,       111
 983,        470614,          233837,            784,     38677,        2946,        157,     482653,       233837,        1410,    36814,       8905,       153
 984,        472409,          234733,            738,     38135,        3004,        165,     483636,       234733,        1396,    36827,       8904,       153
 985,        472908,          234981,            746,     35911,        3021,        133,     484620,       234981,        1335,    36891,       8923,       159
 986,        473365,          235208,           3648,     34923,        3008,        163,     485605,       235208,        1649,    36933,       8936,       159
 987,        473388,          235218,            827,     37876,        2943,        163,     486591,       235218,        1640,    36969,       8941,       159
 988,        473643,          235344,           2199,     36295,        3001,        151,     487578,       235344,        3843,    36998,       8943,       139
 989,        474014,          235528,            801,     36466,        3052,        163,     488566,       235528,        1413,    37047,       8955,       153
 990,        475863,          236451,            635,     35912,        3044,        138,     489555,       236451,        1314,    37164,       8992,       134
 991,        477236,          237136,            665,     36923,        3043,        141,     490545,       237136,        1372,    37234,       9013,       127
 992,        479193,          238113,            688,     37551,        3040,        137,     491536,       238113,        1338,    37193,       9000,       134
 993,        481088,          239059,            876,     36778,        3062,        141,     492528,       239059,        1340,    37188,       8988,       135
 994,        481423,          239225,            680,     37493,        2995,        142,     493521,       239225,        1372,    37259,       9013,       147
 995,        482678,          239851,            945,     35652,        3061,        153,     494515,       239851,        1772,    37385,       9050,       150
 996,        483407,          240214,            714,     36728,        3055,        152,     495510,       240214,        1357,    37406,       9057,       141
 997,        484188,          240603,            703,     37963,        3029,        131,     496506,       240603,        1264,    37427,       9051,       126
 998,        484357,          240686,            680,     38207,        3032,        111,     497503,       240686,        1304,    37490,       9071,       135
 999,        486078,          241545,            622,     38122,        3007,        112,     498501,       241545,        2026,    37590,       9099,       188
1000,        486775,          241892,            453,     37714,        3025,         94,     499500,       241892,        1002,    37599,       9091,       139
